act_dem_res_count_max,act_dem_res_count_mean,act_dem_res_count_min,act_dem_res_count_ratio,act_dem_res_count_stddev,act_dem_res_count_variance,act_dem_units_max,act_dem_units_mean,act_dem_units_min,act_dem_units_ratio,act_dem_units_stddev,act_dem_units_variance,act_durations_for_res_max,act_durations_for_res_mean,act_durations_for_res_min,act_durations_for_res_ratio,act_durations_for_res_stddev,act_durations_for_res_variance,act_durations_max,act_durations_mean,act_durations_min,act_durations_ratio,act_durations_stddev,act_durations_variance,acts_per_res_max,acts_per_res_mean,acts_per_res_min,acts_per_res_ratio,acts_per_res_stddev,acts_per_res_variance,avgBranch,avgCap,avgDur,avgResESS,avgResSGSzmax,avgTotalCap,cap_job_ratio,cap_stats_max,cap_stats_mean,cap_stats_min,cap_stats_ratio,cap_stats_stddev,cap_stats_variance,cmax,cmaxBalanced,cmaxSGS,maxCap,minCap,nc,njobs,njobsOCESS,njobsOCSGSzmax,nperiods,nperiodsOCESS,nperiodsOCSGSzmax,nres,numBinaryVars_KopCt1,numBinaryVars_KopDt2,numConstraintsKopCt1,numConstraintsKopDt2,numContinuousVarsKopCt1,numContinuousVarsKopDt2,os,prec_per_act_max,prec_per_act_mean,prec_per_act_min,prec_per_act_ratio,prec_per_act_stddev,prec_per_act_variance,predcount_per_act_max,predcount_per_act_mean,predcount_per_act_min,predcount_per_act_ratio,predcount_per_act_stddev,predcount_per_act_variance,rc,rc0,rc1,rc2,rc3,res_job_ratio,res_util_ratio_max,res_util_ratio_mean,res_util_ratio_min,res_util_ratio_ratio,res_util_ratio_stddev,res_util_ratio_variance,revSlope,revWidth,rf,rs,rs0,rs1,rs2,rs3,succcount_per_act_max,succcount_per_act_mean,succcount_per_act_min,succcount_per_act_ratio,succcount_per_act_stddev,succcount_per_act_variance,tmax,tmin,tminBalanced,tminSGS,total_capacity,best_model
1,0.978261,0,0,0.14663,0.0215,10,5.19565,0,0,3.09994,9.60965,177,138,92,0.519774,35.4683,1258,10,6,0,0,2.90887,8.46154,25,22.5,16,0.64,4.3589,19,166,28,6,26.6921,26.6921,42,1.21739,44,28,14,0.318182,12.3288,152,0,0,0,44,14,1.80435,92,0,0,553,0,0,4,2926,8085040,8751,47373,182,1,0.31677,6,3.6087,2,0.333333,0.863885,0.746297,3,1.80435,0,0,0.892449,0.796465,0.210821,0.316964,0.137311,0.206154,0.182857,0.043478,5.15385,4.52304,3.29545,0.639417,1.008,1.01607,0,0,0.244565,1,1,1,1,1,3,1.80435,0,0,0.867473,0.752509,85,85,85,85,112,1
1,0.978261,0,0,0.14663,0.0215,10,5.57609,0,0,2.99902,8.99415,139,126,108,0.776978,13.7356,188.667,10,5.47826,0,0,2.91822,8.51601,25,22.5,21,0.84,1.91485,3.66667,138,25.75,5.47826,24.3416,24.3416,38.5,1.11957,30,25.75,22,0.733333,3.5,12.25,0,0,0,30,22,1.5,92,0,0,505,0,0,4,3044,7428030,8933,43499,182,1,0.249403,5,3,2,0.4,0.864438,0.747253,3,1.5,0,0,0.777429,0.604396,0.225198,0.20934,0.254545,0.255952,0.180952,0.043478,6.36364,5.08836,3.8,0.597143,1.45884,2.12823,0,0,0.244565,1,1,1,1,1,3,1.5,0,0,0.791438,0.626374,88,88,88,88,103,1
4,2.94565,0,0,0.893986,0.799211,31,15.8043,0,0,6.21455,38.6206,395,353.25,312,0.789873,36.0312,1298.25,10,5.16304,0,0,2.82173,7.96214,73,67.75,62,0.849315,5.12348,26.25,138,49.25,5.16304,45.4879,45.4879,73.75,2.1413,52,49.25,44,0.846154,3.59398,12.9167,242,170.5,242,52,44,1.5,92,58,58,476,21,21,4,12684,7046050,23574,41258,182,1,0.230769,5,3,2,0.4,0.92582,0.857143,3,1.5,0,0,0.791438,0.626374,0.109824,0.1,0.131965,0.10432,0.10301,0.043478,8.18182,7.40273,6.5,0.794444,0.93964,0.882924,16.1333,15,0.736413,0.704246,0.701754,0.708333,0.7,0.706897,3,1.5,0,0,0.805203,0.648352,84,69,69,69,197,1
4,3.91304,0,0,0.586519,0.344004,35,22.2935,0,0,6.34976,40.3195,515,515,515,1,0,0,10,5.59783,0,0,2.99472,8.96835,90,90,90,1,0,0,166,49.25,5.59783,44.3697,44.0664,73.75,2.1413,52,49.25,47,0.903846,2.21736,4.91667,834.5,269,521.5,52,47,1.80435,92,43,41,516,24,25,4,10728,7500340,20729,43976,182,1,0.359293,6,3.6087,2,0.333333,0.925304,0.856188,3,1.80435,0,0,0.880049,0.774487,0.11582,0.119333,0.118913,0.11713,0.107906,0.043478,10.74,10.4238,9.71154,0.90424,0.92488,0.855403,166.9,5,0.978261,0.5,0.5,0.5,0.5,0.5,3,1.80435,0,0,0.841756,0.708553,95,90,90,90,197,1
4,2.94565,0,0,0.893986,0.799211,35,15.8804,0,0,7.59966,57.7548,439,403.5,364,0.829157,34.2199,1171,10,5.72826,0,0,2.98385,8.90337,72,67.75,62,0.861111,4.64579,21.5833,138,78.75,5.72826,74.6562,74.6562,118,3.42391,86,78.75,65,0.755814,9.5,90.25,0,0,0,86,65,1.5,92,0,0,528,0,0,4,12172,7846770,22806,45916,182,1,0.255375,5,3,2,0.4,0.838628,0.703297,3,1.5,0,0,0.763163,0.582418,0.068845,0.065509,0.071528,0.077916,0.060426,0.043478,5.15,4.65501,3.9881,0.774387,1.11297,1.23871,0,0,0.736413,1,1,1,1,1,3,1.5,0,0,0.777429,0.604396,73,73,73,73,315,1
1,0.978261,0,0,0.14663,0.0215,10,5.29348,0,0,2.97808,8.86897,159,119.25,63,0.396226,40.5,1640.25,10,5.18478,0,0,3.23759,10.482,28,22.5,13,0.464286,6.85565,47,194,13.25,5.18478,12.147,12.0816,19.75,0.576087,14,13.25,11,0.785714,1.5,2.25,217.5,75.5,155,14,11,2.1087,92,79,83,478,55,63,4,2340,6830480,7725,40132,182,1,0.402054,6,4.21739,3,0.5,0.6926,0.479695,3,2.1087,0,0,0.919347,0.845198,0.389888,0.425325,0.438776,0.359788,0.335664,0.043478,12.2857,8.93019,4.36364,0.35518,3.35362,11.2468,5.4375,40,0.244565,0.191667,0.2,0.2,0.2,0.166667,3,2.1087,0,0,0.919347,0.845198,122,82,93,90,53,0
4,1.96739,0,0,0.844518,0.713211,33,11.1087,0,0,6.32361,39.9881,307,262.75,245,0.798046,29.6465,878.917,10,5.73913,0,0,3.15138,9.9312,52,45.25,41,0.788462,4.99166,24.9167,138,48.75,5.73913,45.9797,45.9797,73,2.11957,61,48.75,34,0.557377,11.1168,123.583,0,0,0,61,34,1.5,92,0,0,529,0,0,4,9552,7754360,18786,45410,182,1,0.237458,5,3,2,0.4,0.864438,0.747253,3,1.5,0,0,0.791438,0.626374,0.120591,0.12913,0.111905,0.15495,0.086381,0.043478,6.35294,5.37119,4.4918,0.707043,1.19631,1.43116,0,0,0.491848,1,1,1,1,1,3,1.5,0,0,0.791438,0.626374,96,96,96,96,195,1
4,1.96739,0,0,0.942886,0.889035,30,10.4348,0,0,6.38216,40.732,267,236.75,196,0.734082,30.0153,900.917,10,5.26087,0,0,2.97192,8.8323,49,45.25,41,0.836735,3.30404,10.9167,138,46.5,5.26087,44.034,44.034,69.75,2.02174,58,46.5,38,0.655172,8.3865,70.3333,121.5,94.5,121.5,58,38,1.5,92,54,54,485,15,15,4,9316,7191300,18432,42101,182,1,0.237936,5,3,2,0.4,0.92582,0.857143,3,1.5,0,0,0.791438,0.626374,0.118583,0.085457,0.124747,0.158537,0.10559,0.043478,6.5,5.30465,3.93103,0.604775,1.41192,1.99351,0,0,0.491848,0.698017,0.705882,0.693878,0.7,0.692308,3,1.5,0,0,0.791438,0.626374,77,77,77,77,186,1
4,3.91304,0,0,0.586519,0.344004,37,21.9783,0,0,6.74818,45.538,515,515,515,1,0,0,10,5.59783,0,0,2.99105,8.94637,90,90,90,1,0,0,194,38.5,5.59783,33.3895,33.2432,57.75,1.67391,44,38.5,34,0.772727,4.43471,19.6667,434,137,283,44,34,2.1087,92,72,69,516,38,39,4,9432,7038240,18785,41451,182,1,0.436694,6,4.21739,2,0.333333,0.708288,0.501672,3,2.1087,0,0,0.94295,0.889155,0.146966,0.132323,0.155556,0.15915,0.140833,0.043478,14.3235,13.2269,11.9091,0.831436,1.59789,2.55325,27.125,16,0.978261,0.5,0.5,0.5,0.5,0.5,3,2.1087,0,0,0.870222,0.757286,128,112,121,117,154,1
4,2.94565,0,0,0.941872,0.887123,32,15.837,0,0,6.8809,47.3468,368,351.5,325,0.883152,19.4679,379,10,5.11957,0,0,2.85873,8.17236,71,67.75,63,0.887324,3.94757,15.5833,194,57.75,5.11957,53.6181,53.6181,86.25,2.51087,61,57.75,55,0.901639,2.75379,7.58333,0,0,0,61,55,2.1087,92,0,0,472,0,0,4,8996,6729120,18042,39545,182,1,0.446488,6,4.21739,2,0.333333,0.887348,0.787386,3,2.1087,0,0,0.931223,0.867176,0.092941,0.10653,0.092819,0.083401,0.089015,0.043478,7.56364,6.32076,5.25424,0.694671,1.16233,1.35102,0,0,0.736413,1,1,1,1,1,3,2.1087,0,0,0.870222,0.757286,86,86,86,86,231,1
1,0.978261,0,0,0.14663,0.0215,10,5.45652,0,0,3.007,9.04204,161,116.75,74,0.459627,38.7675,1502.92,10,5.07609,0,0,2.92106,8.53261,31,22.5,15,0.483871,7.32575,53.6667,194,27.5,5.07609,26.101,26.101,41.25,1.19565,42,27.5,18,0.428571,10.504,110.333,0,0,0,42,18,2.1087,92,0,0,468,0,0,4,2432,6611650,8009,38878,182,1,0.452461,6,4.21739,2,0.333333,0.862224,0.74343,3,2.1087,0,0,0.919347,0.845198,0.231113,0.285354,0.159341,0.139017,0.340741,0.043478,5.13636,4.67496,4.14286,0.806574,0.611678,0.37415,0,0,0.244565,1,1,1,1,1,3,2.1087,0,0,0.919347,0.845198,84,84,84,84,110,0
4,2.94565,0,0,0.930132,0.865145,33,16.0652,0,0,6.78039,45.9737,418,392,364,0.870813,24.4949,600,10,5.68478,0,0,2.96474,8.78966,71,67.75,65,0.915493,2.75379,7.58333,166,40.75,5.68478,37.2619,37.0782,60.75,1.77174,43,40.75,39,0.906977,1.70783,2.91667,559.5,143.5,367,43,39,1.80435,92,64,68,524,30,35,4,10816,7410920,20772,43518,182,1,0.335165,6,3.6087,2,0.333333,0.925304,0.856188,3,1.80435,0,0,0.940413,0.884377,0.134203,0.12544,0.131142,0.132539,0.147692,0.043478,9.6,9.08453,8.27907,0.862403,0.631831,0.39921,46.625,12,0.736413,0.504042,0.507692,0.5,0.5,0.508475,3,1.80435,0,0,0.854711,0.730531,120,108,109,108,163,1
4,1.96739,0,0,0.844518,0.713211,28,10.75,0,0,5.56011,30.9148,254,248,242,0.952756,5.47723,30,10,5.41304,0,0,2.79777,7.82752,47,45.25,44,0.93617,1.25831,1.58333,194,25,5.41304,22.5341,22.5245,37,1.08696,29,25,21,0.724138,3.26599,10.6667,184,92,174.5,29,21,2.1087,92,59,58,499,33,33,4,6916,6944040,14832,40854,182,1,0.446488,6,4.21739,2,0.333333,0.795953,0.633541,3,2.1087,0,0,0.919347,0.845198,0.219518,0.217778,0.243507,0.206222,0.210565,0.043478,10.7143,9.92271,9.28,0.866133,0.923788,0.853384,46,4,0.491848,0.513641,0.5,0.52381,0.517241,0.513514,3,2.1087,0,0,0.919347,0.845198,112,108,108,108,100,1
4,2.94565,0,0,0.906195,0.821189,35,16.3043,0,0,6.72986,45.291,425,391.25,367,0.863529,27.0355,730.917,10,5.5,0,0,2.9032,8.42857,75,67.75,64,0.853333,4.99166,24.9167,166,49.25,5.5,45.0883,45.0883,73.75,2.1413,56,49.25,44,0.785714,5.37742,28.9167,124.5,100.5,124.5,56,44,1.80435,92,53,53,507,20,20,4,10900,7327400,20898,42980,182,1,0.333015,6,3.6087,2,0.333333,0.838058,0.702341,3,1.80435,0,0,0.892449,0.796465,0.112996,0.120384,0.122609,0.103412,0.105581,0.043478,9.19565,7.67288,6.86275,0.746303,1.61359,2.60369,41.5,3,0.736413,0.700812,0.708333,0.692308,0.707692,0.694915,3,1.80435,0,0,0.828598,0.686575,90,87,87,87,197,1
4,2.94565,0,0,0.964924,0.931079,33,17.3152,0,0,6.99282,48.8996,419,378.25,333,0.794749,44.0861,1943.58,10,5.55435,0,0,3.0323,9.19481,74,67.75,60,0.810811,7.32006,53.5833,166,69.75,5.55435,65.5015,65.5015,104.25,3.03261,79,69.75,64,0.810127,6.89807,47.5833,0,0,0,79,64,1.80435,92,0,0,512,0,0,4,11112,7432280,21216,43582,182,1,0.318442,6,3.6087,2,0.333333,0.925304,0.856188,3,1.80435,0,0,0.892449,0.796465,0.084548,0.086487,0.08093,0.079371,0.091406,0.043478,6.4,5.7141,5.09859,0.796655,0.732926,0.53718,0,0,0.736413,1,1,1,1,1,3,1.80435,0,0,0.892449,0.796465,88,88,88,88,279,1
4,1.96739,0,0,0.81808,0.669255,28,10.1413,0,0,6.14224,37.7271,315,265,234,0.742857,34.9571,1222,10,5.65217,0,0,2.79102,7.78977,54,45.25,39,0.722222,6.34429,40.25,166,47,5.65217,44.4093,44.4093,70.25,2.04348,53,47,41,0.773585,4.96655,24.6667,0,0,0,53,41,1.80435,92,0,0,521,0,0,4,8816,7637800,17682,44758,182,1,0.304348,6,3.6087,2,0.333333,0.783855,0.614429,3,1.80435,0,0,0.892449,0.796465,0.110073,0.096759,0.110628,0.112654,0.12025,0.043478,6.08333,5.00148,3.77358,0.620315,1.41491,2.00197,0,0,0.491848,1,1,1,1,1,3,1.80435,0,0,0.867473,0.752509,84,84,84,84,188,1
4,3.91304,0,0,0.586519,0.344004,36,22.6957,0,0,6.89599,47.5547,554,554,554,1,0,0,10,6.02174,0,0,2.92762,8.57095,90,90,90,1,0,0,194,49.5,6.02174,43.9496,43.9496,74,2.15217,56,49.5,45,0.803571,5.06623,25.6667,250,221.5,250,56,45,2.1087,92,73,73,555,41,41,4,9016,7798150,18161,45825,182,1,0.461538,6,4.21739,2,0.333333,0.708288,0.501673,3,2.1087,0,0,0.931223,0.867176,0.118103,0.119172,0.130864,0.121981,0.100397,0.043478,11.7778,10.6293,9.03571,0.767183,1.09303,1.19471,31.25,8,0.978261,0.702437,0.706897,0.7,0.705882,0.69697,3,2.1087,0,0,0.857501,0.735308,110,102,102,102,198,1
4,3.91304,0,0,0.586519,0.344004,35,21.2391,0,0,6.34947,40.3158,519,519,519,1,0,0,10,5.6413,0,0,3.05114,9.30948,90,90,90,1,0,0,166,82.75,5.6413,77.426,77.426,123.75,3.59783,91,82.75,79,0.868132,5.56028,30.9167,0,0,0,91,79,1.80435,92,0,0,520,0,0,4,10936,7642960,21041,44782,182,1,0.346871,6,3.6087,2,0.333333,0.888962,0.790253,3,1.80435,0,0,0.904678,0.818443,0.06582,0.070183,0.065,0.059097,0.068999,0.043478,6.31646,5.92375,5.31868,0.842036,0.756807,0.572756,0,0,0.978261,1,1,1,1,1,3,1.80435,0,0,0.815228,0.664597,78,78,78,78,331,1
4,1.96739,0,0,0.919282,0.845079,32,11.4783,0,0,7.07026,49.9885,263,234.75,195,0.741445,29.3754,862.917,10,5.3587,0,0,2.88071,8.29849,51,45.25,40,0.784314,4.78714,22.9167,138,31.5,5.3587,29.1382,29.0455,47,1.36957,44,31.5,25,0.568182,8.7369,76.3333,349,121.5,257.5,44,25,1.5,92,66,68,494,31,34,4,9280,7305590,18378,42773,182,1,0.244625,6,3,2,0.333333,0.92582,0.857143,3,1.5,0,0,0.763163,0.582418,0.193581,0.181881,0.139929,0.245,0.207513,0.043478,9.8,8.60196,7.13636,0.7282,1.07229,1.1498,69.8,5,0.491848,0.501866,0.5,0.507463,0.5,0.5,3,1.5,0,0,0.763163,0.582418,91,86,86,86,126,1
4,3.91304,0,0,0.586519,0.344004,38,22.087,0,0,6.45466,41.6627,474,474,474,1,0,0,10,5.15217,0,0,3.11302,9.69087,90,90,90,1,0,0,166,55.25,5.15217,49.7026,49.7026,82.75,2.40217,58,55.25,51,0.87931,2.98608,8.91667,210,107.5,210,58,51,1.80435,92,49,49,475,22,22,4,11180,6851200,21407,40205,182,1,0.332298,6,3.6087,2,0.333333,0.851069,0.724319,3,1.80435,0,0,0.904678,0.818443,0.102195,0.103175,0.105556,0.105011,0.09504,0.043478,9.5,9.19757,8.55357,0.900376,0.719088,0.517088,35,6,0.978261,0.696127,0.69697,0.695652,0.694915,0.69697,3,1.80435,0,0,0.867473,0.752509,86,80,80,80,221,1
4,2.94565,0,0,0.906195,0.821189,33,15.7283,0,0,7.11615,50.6396,404,390.5,380,0.940594,10.4722,109.667,10,5.65217,0,0,2.75136,7.57,69,67.75,67,0.971014,0.957427,0.916667,138,35.5,5.65217,31.8608,31.7826,53,1.54348,40,35.5,31,0.775,3.69685,13.6667,443,220,361.5,40,31,1.5,92,74,74,521,45,44,4,12376,7466040,23112,43781,182,1,0.247253,5,3,2,0.4,0.913874,0.835165,3,1.5,0,0,0.818737,0.67033,0.150744,0.155994,0.150725,0.150735,0.145522,0.043478,10.4516,10.2129,9.75,0.93287,0.731919,0.535706,0,0,0.736413,0.508051,0.512195,0.510204,0.509804,0.5,3,1.5,0,0,0.791438,0.626374,112,112,112,112,142,1
4,1.96739,0,0,0.831404,0.691232,33,11.7283,0,0,6.54335,42.8155,252,242.75,227,0.900794,11.1467,124.25,10,5.09783,0,0,3.16249,10.0013,47,45.25,44,0.93617,1.25831,1.58333,194,42.75,5.09783,39.5686,39.5686,64,1.8587,48,42.75,36,0.75,5.12348,26.25,0,0,0,48,36,2.1087,92,0,0,470,0,0,4,6996,6662510,14952,39168,182,1,0.450549,6,4.21739,2,0.333333,0.887348,0.787386,3,2.1087,0,0,0.94295,0.889155,0.140373,0.147619,0.152778,0.126773,0.134321,0.043478,6.72222,6.34196,5.95833,0.886364,0.846894,0.71723,0,0,0.491848,1,1,1,1,1,3,2.1087,0,0,0.895121,0.801242,86,86,86,86,171,1
4,2.94565,0,0,0.893986,0.799211,36,16.1522,0,0,7.43608,55.2953,404,363.75,301,0.745049,44.1314,1947.58,10,5.20652,0,0,2.94468,8.67116,73,67.75,58,0.794521,6.65207,44.25,194,58.5,5.20652,54.2448,54.2448,87.5,2.54348,66,58.5,48,0.727273,7.59386,57.6667,0,0,0,66,48,2.1087,92,0,0,480,0,0,4,8796,6728210,17742,39576,182,1,0.459627,6,4.21739,2,0.333333,0.923753,0.85332,3,2.1087,0,0,0.977287,0.955089,0.094955,0.090052,0.085714,0.08983,0.114224,0.043478,6.625,6.37173,6,0.90566,0.429233,0.184241,0,0,0.736413,1,1,1,1,1,3,2.1087,0,0,0.870222,0.757286,89,89,89,89,234,1
1,0.978261,0,0,0.14663,0.0215,10,5.05435,0,0,3.11453,9.70031,151,106,59,0.390728,41.3038,1706,10,4.6087,0,0,2.92754,8.57048,30,22.5,15,0.5,6.45497,41.6667,166,32.75,4.6087,31.4065,31.4065,49,1.42391,40,32.75,26,0.65,6.39661,40.9167,0,0,0,40,26,1.80435,92,0,0,425,0,0,4,2840,6088310,8627,35765,182,1,0.330626,5,3.6087,2,0.4,0.863885,0.746297,3,1.80435,0,0,0.892449,0.796465,0.169404,0.197701,0.118333,0.232692,0.128889,0.043478,4.65385,3.5979,2.96552,0.637219,1.06926,1.14331,0,0,0.244565,1,1,1,1,1,3,1.80435,0,0,0.867473,0.752509,76,76,76,76,131,1
1,0.978261,0,0,0.14663,0.0215,10,5.65217,0,0,2.86101,8.18538,174,123.75,98,0.563218,34.7982,1210.92,10,5.38043,0,0,3.15129,9.9306,30,22.5,17,0.566667,5.44671,29.6667,138,33,5.38043,31.5035,31.5035,49.25,1.43478,60,33,20,0.333333,18.2392,332.667,0,0,0,60,20,1.5,92,0,0,496,0,0,4,3208,7189210,9179,42139,182,1,0.247014,6,3,2,0.333333,0.889499,0.791209,3,1.5,0,0,0.805203,0.648352,0.204836,0.22575,0.244706,0.098889,0.25,0.043478,5.5,4.34185,2.96667,0.539394,1.43192,2.05038,0,0,0.244565,1,1,1,1,1,3,1.5,0,0,0.763163,0.582418,92,92,92,92,132,0
4,2.94565,0,0,0.930132,0.865145,29,16.3152,0,0,6.49925,42.2402,415,392,352,0.848193,28.0357,786,10,5.59783,0,0,2.93542,8.6167,71,67.75,64,0.901408,2.98608,8.91667,138,37.25,5.59783,33.3309,33.3309,55.5,1.61957,42,37.25,33,0.785714,4.03113,16.25,149,99,149,42,33,1.5,92,57,57,516,27,27,4,11624,7363500,21984,43192,182,1,0.286431,5,3,2,0.4,0.851631,0.725275,3,1.5,0,0,0.791438,0.626374,0.149331,0.154503,0.156525,0.144928,0.141369,0.043478,10.9697,10.1261,9.04762,0.824783,0.662288,0.438625,12.4167,12,0.736413,0.694386,0.69697,0.690476,0.694444,0.695652,3,1.5,0,0,0.718668,0.516484,111,99,99,99,149,1
4,2.94565,0,0,0.918241,0.843167,36,15.587,0,0,6.62687,43.9154,388,380.25,371,0.956186,7.18215,51.5833,10,5.46739,0,0,3.22916,10.4275,69,67.75,66,0.956522,1.25831,1.58333,138,76.25,5.46739,72.2411,72.2411,114,3.31522,88,76.25,63,0.715909,10.3722,107.583,0,0,0,88,63,1.5,92,0,0,504,0,0,4,12432,7461430,23196,43679,182,1,0.239608,4,3,2,0.5,0.82542,0.681319,3,1.5,0,0,0.777429,0.604396,0.069776,0.064171,0.07384,0.068627,0.072464,0.043478,5,4.72593,4.36364,0.872727,0.742976,0.552013,0,0,0.736413,1,1,1,1,1,3,1.5,0,0,0.777429,0.604396,83,83,83,83,305,1
4,1.96739,0,0,0.857431,0.735189,30,10.8261,0,0,6.22051,38.6947,294,259.25,217,0.738095,38.6383,1492.92,10,5.41304,0,0,2.78202,7.73961,51,45.25,37,0.72549,6.23832,38.9167,138,40,5.41304,37.231,37.231,59.75,1.73913,61,40,28,0.459016,14.5831,212.667,92.5,65.5,92.5,61,28,1.5,92,63,63,499,22,22,4,9172,7287400,18216,42695,182,1,0.261586,5,3,2,0.4,0.889499,0.791209,3,1.5,0,0,0.748625,0.56044,0.145718,0.099003,0.175634,0.139403,0.168831,0.043478,8.60606,6.56043,5.04918,0.5867,1.54223,2.37849,18.5,5,0.491848,0.7039,0.69863,0.69697,0.7,0.72,3,1.5,0,0,0.805203,0.648352,85,80,80,80,160,1
4,3.91304,0,0,0.586519,0.344004,36,21.3804,0,0,7.04279,49.6009,462,462,462,1,0,0,10,5.02174,0,0,3.01636,9.09842,90,90,90,1,0,0,194,35.25,5.02174,30.4525,30.3861,52.75,1.53261,38,35.25,32,0.842105,3.20156,10.25,472.5,213,411,38,32,2.1087,92,70,71,463,44,47,4,9196,6439980,18431,37907,182,1,0.450788,6,4.21739,2,0.333333,0.823102,0.677497,3,2.1087,0,0,0.907315,0.82322,0.155078,0.152778,0.15,0.157602,0.159933,0.043478,14.3939,13.957,13.5,0.937895,0.782205,0.611845,31.5,15,0.978261,0.507452,0.511628,0.509091,0.509091,0.5,3,2.1087,0,0,0.919347,0.845198,113,98,102,98,141,1
1,0.978261,0,0,0.14663,0.0215,10,5.1413,0,0,3.09406,9.57322,173,139.75,124,0.716763,23.1283,534.917,10,6.07609,0,0,2.98433,8.90623,25,22.5,20,0.8,2.38048,5.66667,194,26.75,6.07609,25.4728,25.4728,40,1.16304,30,26.75,24,0.8,2.5,6.25,0,0,0,30,24,2.1087,92,0,0,560,0,0,4,2196,7982320,7661,46865,182,1,0.430005,6,4.21739,2,0.333333,0.723637,0.52365,3,2.1087,0,0,0.94295,0.889155,0.196438,0.224359,0.204167,0.177333,0.179894,0.043478,5.38462,4.41976,3.77778,0.701587,0.949528,0.901604,0,0,0.244565,1,1,1,1,1,3,2.1087,0,0,0.895121,0.801242,102,102,102,102,107,0
4,1.96739,0,0,0.790758,0.625299,27,11.3478,0,0,5.77496,33.3502,261,239.75,214,0.819923,19.9729,398.917,10,5.16304,0,0,2.97712,8.86324,50,45.25,41,0.82,3.68556,13.5833,166,50.25,5.16304,47.2258,47.2258,75.25,2.18478,59,50.25,36,0.610169,10.2103,104.25,0,0,0,59,36,1.80435,92,0,0,476,0,0,4,8736,6850570,17562,40206,182,1,0.319876,6,3.6087,2,0.333333,0.851069,0.724319,3,1.80435,0,0,0.916745,0.840421,0.118345,0.094539,0.113214,0.157182,0.108444,0.043478,6.44444,5.30985,4.25424,0.66014,1.15524,1.33457,0,0,0.491848,1,1,1,1,1,3,1.80435,0,0,0.841756,0.708553,85,85,85,85,201,1
4,2.94565,0,0,0.918241,0.843167,31,16.3804,0,0,7.41078,54.9196,378,366,348,0.920635,12.8323,164.667,10,5.32609,0,0,3.08527,9.51887,73,67.75,66,0.90411,3.5,12.25,166,72,5.32609,67.7587,67.7587,107.75,3.13043,80,72,65,0.8125,7.61577,58,0,0,0,80,65,1.80435,92,0,0,491,0,0,4,11148,7122880,21270,41778,182,1,0.320592,6,3.6087,2,0.333333,0.876513,0.768275,3,1.80435,0,0,0.892449,0.796465,0.077863,0.081352,0.088613,0.071625,0.069863,0.043478,5.84848,5.26125,4.72727,0.80829,0.773627,0.598498,0,0,0.736413,1,1,1,1,1,3,1.80435,0,0,0.892449,0.796465,80,80,80,80,288,1
4,1.96739,0,0,0.882692,0.779144,29,11.5326,0,0,6.38758,40.8011,261,232.75,202,0.773946,29.1362,848.917,10,5.19565,0,0,3.08217,9.49976,52,45.25,40,0.769231,5.12348,26.25,138,51.5,5.19565,48.6795,48.6795,77,2.23913,60,51.5,45,0.75,7.68115,59,0,0,0,60,45,1.5,92,0,0,479,0,0,4,9608,6981880,18870,40917,182,1,0.229814,4,3,2,0.5,0.851631,0.725275,3,1.5,0,0,0.83205,0.692308,0.115904,0.106884,0.095467,0.13,0.131266,0.043478,5.64444,5.18135,4.91667,0.871063,0.975867,0.952316,0,0,0.491848,1,1,1,1,1,3,1.5,0,0,0.791438,0.626374,88,88,88,88,206,1
4,2.94565,0,0,0.930132,0.865145,33,17.2391,0,0,7.70239,59.3268,451,422.25,402,0.891353,20.662,426.917,10,5.91304,0,0,2.82708,7.99236,70,67.75,67,0.957143,1.5,2.25,166,55.25,5.91304,50.9812,50.9812,82.5,2.40217,63,55.25,49,0.777778,5.90903,34.9167,281.5,208,281.5,63,49,1.80435,92,65,65,545,29,29,4,11424,8051020,21684,47149,182,1,0.30172,6,3.6087,2,0.333333,0.913351,0.83421,3,1.80435,0,0,0.892449,0.796465,0.106835,0.114334,0.102079,0.118185,0.092744,0.043478,7.91837,7.22752,6.49206,0.819874,1.01934,1.03905,40.2143,7,0.736413,0.698921,0.704918,0.69697,0.696429,0.697368,3,1.80435,0,0,0.892449,0.796465,88,81,81,81,221,1
4,3.91304,0,0,0.586519,0.344004,36,21.5435,0,0,6.44233,41.5036,527,527,527,1,0,0,10,5.72826,0,0,2.74203,7.51875,90,90,90,1,0,0,138,83.5,5.72826,78.0455,78.0455,125,3.63043,93,83.5,75,0.806452,7.76745,60.3333,0,0,0,93,75,1.5,92,0,0,528,0,0,4,12668,7899800,23639,46209,182,1,0.24343,5,3,2,0.4,0.838628,0.703297,3,1.5,0,0,0.763163,0.582418,0.066298,0.073333,0.059498,0.066667,0.065694,0.043478,6.6,5.96683,5.35484,0.811339,0.789881,0.623913,0,0,0.978261,1,1,1,1,1,3,1.5,0,0,0.777429,0.604396,66,66,66,66,334,1
